Sr. No.,work_id,Work category,work_category_code,State,IDA,MP,Elected/Nominated,Work description,Recommended date,Sanction Date,sanction_lag_days,sanction_amount,Work Status,work_status_code
14846,"WS/MP18325/2025-2026/162515-Purchase of ambulances (Four, three and two wheelers)",Normal/Others,1,Gujarat,BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA),NIMUBEN JAYANTIBHAI BAMBHANIYA (2024-2029),Elected MP,01 Ambulance for Talaja Nagar Palika,2024-12-30,2025-04-23,114,2000000.0,Physical Inspection,0
14847,"WS/MP18325/2024-2025/162517-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Gujarat,BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA),NIMUBEN JAYANTIBHAI BAMBHANIYA (2024-2029),Elected MP,making of Pathway (Paving Block) for Reliya Gadhula,2024-12-30,2025-02-25,57,300000.0,Physical Inspection,0
14848,WS/MP18113/2025-2026/162518-Construction of community centers and community halls,Normal/Others,1,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),BHUMARE SANDIPANRAO ASARAM (2024-2029),Elected MP,GADHEGAON GANGAPUR TQ PAITHAN SHRIRAM DNYANDA WARKARI ASHRAM,2024-12-30,2025-06-05,157,1500000.0,Physical Inspection,0
14849,"WS/MP440/2025-2026/162519-Construction of roads, link roads, pathways or any other road with or without drainage system",Repair and Renovation,2,Kerala,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),Vellalath Kochukrishnan Nair Sreekandan (2024-2029),Elected MP,Renovation of Vallapuzha Kuruvattoor - Kulappully Road in Vallapuzha Grama Panchayath.,2024-12-30,2025-04-04,95,1400085.0,Physical Inspection,0
14850,WS/MP18180/2025-2026/162520-Construction of rooms and halls in school and colleges,Normal/Others,1,Tamil Nadu,PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA),ARUN NEHRU (2024-2029),Elected MP,Construction of 2 Classroom Building @ Nehru Higher Secondary School in Eraiyur Pt.,2024-12-30,2025-05-15,136,4350000.0,Work Completed,4
14851,WS/MP440/2025-2026/162521-Lighting of public spaces,Normal/Others,1,Kerala,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),Vellalath Kochukrishnan Nair Sreekandan (2024-2029),Elected MP,"Mini Mast Light at Kulamulli SC  sanketham,ward-10, in Karimpuzha Grama Panchayath.( SC Work)",2024-12-30,2025-06-11,163,186978.0,Physical Inspection,0
14852,WS/MP18113/2025-2026/162522-Construction of community centers and community halls,Normal/Others,1,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),BHUMARE SANDIPANRAO ASARAM (2024-2029),Elected MP,VERUL SHRINATH ASHRAM PARISARAT COMMUNITY HALLS RS 25 LAKH,2024-12-30,2025-08-05,218,2499612.0,Physical Inspection,0
14853,"WS/MP18069/2025-2026/162524-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Normal/Others,1,Himachal Pradesh,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),RAJEEV BHARDWAJ (2024-2029),Elected MP,C/O flood Embakement near the house of Sh.DeshRaj & Bittu Kumar adjoing PWD Road in GP Jarpal.,2025-01-12,2026-02-03,387,194214.0,Vendor Identification,3
14854,WS/MP18069/2025-2026/162525-Construction of community centers and community halls,Normal/Others,1,Himachal Pradesh,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),RAJEEV BHARDWAJ (2024-2029),Elected MP,"Repair of Sarai Adjoining Shiv Temple Kotla, GP : Kotla",2025-01-12,2026-02-03,387,198532.0,Sanction,1
14855,"WS/MP18069/2025-2026/162526-Construction of roads, link roads, pathways or any other road with or without drainage system",Repair and Renovation,2,Himachal Pradesh,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),RAJEEV BHARDWAJ (2024-2029),Elected MP,"Repair, Construction of Ambulance Road from the House of Harbans Anu Etc. to Little Flower School, Durana GP : Dole,  Village : Kherian. Block Nagrota Surian",2025-01-12,2025-08-18,218,200000.0,Vendor Identification,3
14856,"WS/MP18069/2025-2026/162527-Construction of roads, link roads, pathways or any other road with or without drainage system",Repair and Renovation,2,Himachal Pradesh,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),RAJEEV BHARDWAJ (2024-2029),Elected MP,"Repair/Construction of AmbulanceRoad from the House of Gian Singh to Foujia Singh, Chuni lal Etc. GP Nana.",2025-01-12,2025-08-18,218,200000.0,Vendor Identification,3
14857,"WS/MP18040/2024-2025/162545-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Bihar,MUZAFFARPUR(DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA),RAJ BHUSHAN CHOUDHARY (2024-2029),Elected MP,"Block-Muraul,Gram Panchayat-Pilkhi Gajpati,Tola/Village- Dharmagatpur,Construction of PCC road from PWD road nearing Ram Pramod Jha towards road going to embankment.",2024-12-30,2025-01-10,11,1467824.0,Physical Inspection,0
14858,WS/MP18346/2024-2025/162591-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at premises of Mata Maharani Mandir, Village Dariyav Khera, Khanpur, Sareni, Rae Bareli at the request of Shri Amit Yadav S/o Late Shri Rajkumar, Mob: 9793389388",2025-01-01,2025-02-19,49,19981.0,Vendor Identification,3
14859,WS/MP18346/2024-2025/162592-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Dayashankar Sahu S/o Late Sh. Rajkumar, Public Place, Village Pure Pargahin Majre, Chakchoriya, Post Mithapur, Sareni, Rae Bareli at the request of Shri Dayashankar Sahu, Mob: 8429235969",2025-01-01,2025-02-19,49,19981.0,Vendor Identification,3
14860,WS/MP18346/2024-2025/162593-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Adv. Shailendra Trivedi, Public Place, Village Pure Trivedi ke Purwa, Sagar Khera, Sareni, Rae Bareli at the request of Adv. Shailendra Trivedi, Mob: 9415512217",2025-01-01,2025-02-19,49,19981.0,Vendor Identification,3
14861,WS/MP18346/2024-2025/162594-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at Premises of Bajrang Dham Sewa Trust, Village Bilahumau Majre Gojri, Onai Paharhpur, Sataon, Rae Bareli at the request of Shiv Pratap Singh S/o Late Sh. Bhikari Singh, Mob: 9696219050",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14862,WS/MP18346/2024-2025/162595-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Krishnapal S/o Ghasite, Public Place, Khagiyakhera Konsa, Sataon, Rae Bareli at the request of Shri Krishnapal S/o Ghasite, Mob: 7880824063",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14863,WS/MP18346/2024-2025/162596-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at Premises of  Amar Shaheed Virangana Avanti Bai Balika Inter College, Village Himachalganj, Sultanpur Khera, Sataon at the request of Shri Mangal, Principal, Mob: 9918772778",2025-01-01,2025-02-19,49,19981.0,Vendor Identification,3
14864,WS/MP18346/2024-2025/162597-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at Cemetery Ground, Public Place, Village & Post - Bheera, Govindpur, Dalmau, Rae Bareli at the request of Aarif, Mob: 8400580383",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14865,WS/MP18346/2024-2025/162598-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at resident of Shri Ramsajivan Kori S/o Shri Nathu, Public Place, Village Sultanpur Jala, Dalmau, Rae Bareli at the request of Shri Ramsajivan Kori, Mob: 8299131818",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14866,WS/MP18346/2024-2025/162599-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at resident of Shri Rakesh Kumar S/o Shri Sundarlal, Public Place, Village Haaziabad, Majre Sahamda, Dalmau, Rae Bareli at the request of Shri Rakesh Kumar, Mob: 7525047100",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14867,WS/MP18346/2024-2025/162600-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at resident of Shri Manish S/o Munnilal, Public Place, Village Bhimganj Marje Khalilpur, Dalmau, Rae Bareli at the request of Shri Manish, Mob: 6390118325",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14868,WS/MP18346/2024-2025/162601-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Ramshankar Gupta S/o Late Sh. Suryabali Gupta, Public Place, Village - Belhata, Biragovindpur, Dalmau, Rae Bareli at the request of Shri Baijnath Dixit, Mob: 9125895721",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14869,WS/MP18346/2024-2025/162602-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at Premises of Prachin Mandir, Village Ghuri, Post Melthuva, Ghrui, Deenshah Goura, Rae bareli at the request of Shri Umashankar S/o Ram Narayan, Mob: 9170155949",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14870,"WS/MP18263/2025-2026/162603-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Karnataka,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),KOTA SRINIVAS POOJARY (2024-2029),Elected MP,"Udupi District, Udupi Taluk, Kodavur, 4th Ward, Road development near M Suresh's house.",2024-12-31,2025-04-28,118,350000.0,Physical Inspection,0
14871,WS/MP18346/2024-2025/162604-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Ramkhelawan Badai S/o Late Sh. Mohan Lal, Public Place, Deenshah Goura, Rae Bareli at the request of  Shri Ramkhelawan, Mob: 9919295079",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14872,"WS/MP18051/2024-2025/162605-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Chhattisgarh,MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA),ROOP KUMARI CHOUDHARY (2024-2029),Elected MP,C.C. ROAD NIRMAN KARYA,2024-12-31,2025-01-08,8,1000000.0,Work partially Completed,5
14873,WS/MP18346/2024-2025/162606-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Anil Kumar S/o Sh. Shivsankar, Public Place, Village Katra Kala Majre, Goura Kaspari, Deenshah Goura, Rae Bareli at the request of Shri Anil Kumar, Mob: 6388760570",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14874,WS/MP18346/2024-2025/162607-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at Premises of Sheetla Mata Mandir, Village Undwa, Jagatpur, Rae Bareli at the request of Shri Ramakant Mishra S/o Ramnaresh Mishra, Mob: 8429817138",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14875,WS/MP18346/2024-2025/162608-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Ramanand Sharma, Public Place, Village Pure Kalyanpur, Surjai, Jagatpur, Rae Bareli at the request of Shri Ramanand Sharma",2025-01-01,2025-02-19,49,19981.0,Sanction,1
14876,WS/MP18346/2024-2025/162609-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Om Prakash Trivedi, Public Place, Village Dobaha, Jagatpur, Rae Bareli at the request of Shri Om Prakash, Mob: 6393366083",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14877,WS/MP18346/2024-2025/162610-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Shivam Sharma S/o Sunil Kumar, Public Place, Village Saidlipur, Jagatpur, Rae Bareli at the request of Shri Shivam Sharm, Mob: 7408509883",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14878,WS/MP18346/2024-2025/162611-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near  resident of Shri Rajju, Public Place, Village Saidraju Dalit Basti, Jagatpur, Rae Bareli at the request of Shri Rajju, Mob: 7080230114",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14879,WS/MP18346/2024-2025/162612-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at Premises of Shiva Ji Mandir, Village Tajpur Amawan, Rae Bareli at the request of Shri Chhedilal Maurya S/o Sh. Shivnath, Mob: 9621233916",2025-01-01,2025-02-19,49,19981.0,Vendor Identification,3
14880,WS/MP18346/2024-2025/162613-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at premises of Baba Ganeshdas Mandir, Village Narai, Post Baavan, Baavan Bujurg Balla, Amawan, Rae Bareli at the request of Shri Kush Singh alias Nanhu, Mob: 8858133082",2025-01-01,2025-02-19,49,19981.0,Vendor Identification,3
14881,WS/MP18346/2024-2025/162614-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at premises of Sankat Mochak Dham Hanuman Mandir, Village & Post - Dusauti, Amawan, Rae Bareli at the request of Shri Rajendra Singh, Mob: 9415951949",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14882,WS/MP18346/2024-2025/162615-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at Premises of Gyan Vidya Mandir, Village Thulvaansa, Amawan, Rae Bareli at the request of Shri Ajay Kumar Sharma, Manager, Mob: 9454920453",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14883,WS/MP18346/2024-2025/162616-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near Village Umarpur Gherkua Chauraha Road Public Place, Village Umarpur Gherkua Mainupur, Amawan, Rae Bareli at the request of Shri Ashraf Khan, Mob: 9889712585",2025-01-01,2025-02-19,49,19981.0,Vendor Identification,3
14884,WS/MP18346/2024-2025/162617-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at Pure Dhamdhama Chauraha Public Place, Village Pure Dhamdhama Mainupur, Amawan, Rae Bareli at the request of Shri Ashraf Khan, Mob: 9889712585",2025-01-01,2025-02-19,49,19981.0,Vendor Identification,3
14885,WS/MP18346/2024-2025/162618-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Harivansh S/o Phoolchand, Public Place, Village Mainupur, Amawan, Rae Bareli at the request of Shri Ashraf Khan, Mob: 9889712585",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14886,WS/MP18346/2024-2025/162619-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Babulal S/o Kalika,  Public Place, Village Mainupur, Post Buddanpur, Pure Pasin Harijan Basti at the request of Shri Ashraf Khan, Mob: 9889712585",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14887,WS/MP18346/2024-2025/162620-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Shivmurat Singh S/o Rambaksh Singh, Village Didouli, Amawan, Raebareli at the request of Shri Shivmurat Singh",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
14888,WS/MP18346/2024-2025/162621-Purchase of non-conventional energy system and devices for community use,Normal/Others,1,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI (2024-2029),Elected MP,"Installation of Solar Light at near resident of Shri Rajendra Singh S/o Aditya Singh, public place, Village Didouli, Amawan, Rae Bareli at the request of Shri Rajendra Singh, Mob: 9044948442",2025-01-01,2025-02-19,49,19199.0,Physical Inspection,0
